resno,state,pc,psu_id,age,women,voted,list_activities,vio_mobilize,vio_demobilize,treatment,control_treat,control_mob,control_demob,contested,bjp_strong,tmc_strong,winner_pc,runnerup_pc,winner_vote,runnerup_vote,margin_pc
761,WEST BENGAL,BARDHAMAN PURBA(SC),64,42,0,1,3,0,0,2,1,,1,1,0,0,TMC,BJP,44.52,38.32,6.2
762,WEST BENGAL,BARDHAMAN PURBA(SC),64,22,0,1,3,1,1,2,1,,1,1,0,0,TMC,BJP,44.52,38.32,6.2
763,WEST BENGAL,BARDHAMAN PURBA(SC),64,40,1,1,2,0,0,1,1,1,,1,0,0,TMC,BJP,44.52,38.32,6.2
764,WEST BENGAL,BARDHAMAN PURBA(SC),64,45,1,1,2,0,0,0,0,0,0,1,0,0,TMC,BJP,44.52,38.32,6.2
765,WEST BENGAL,BARDHAMAN PURBA(SC),64,24,1,1,3,0,0,0,0,0,0,1,0,0,TMC,BJP,44.52,38.32,6.2
766,WEST BENGAL,BARDHAMAN PURBA(SC),64,45,0,1,4,1,1,1,1,1,,1,0,0,TMC,BJP,44.52,38.32,6.2
767,WEST BENGAL,BARDHAMAN PURBA(SC),64,43,0,1,4,0,0,0,0,0,0,1,0,0,TMC,BJP,44.52,38.32,6.2
768,WEST BENGAL,BARDHAMAN PURBA(SC),64,52,0,1,2,1,1,2,1,,1,1,0,0,TMC,BJP,44.52,38.32,6.2
769,WEST BENGAL,BARDHAMAN-DURGAPUR,65,39,0,1,2,0,0,1,1,1,,1,0,0,BJP,TMC,41.76,41.59,0.17
770,WEST BENGAL,BARDHAMAN-DURGAPUR,65,60,1,1,2,0,0,1,1,1,,1,0,0,BJP,TMC,41.76,41.59,0.17
771,WEST BENGAL,BARDHAMAN-DURGAPUR,65,18,0,0,2,,,0,0,0,0,1,0,0,BJP,TMC,41.76,41.59,0.17
772,WEST BENGAL,BARDHAMAN-DURGAPUR,65,65,0,1,2,0,0,0,0,0,0,1,0,0,BJP,TMC,41.76,41.59,0.17
773,WEST BENGAL,BARDHAMAN-DURGAPUR,65,40,1,1,2,,,1,1,1,,1,0,0,BJP,TMC,41.76,41.59,0.17
774,WEST BENGAL,BARDHAMAN-DURGAPUR,65,58,0,1,2,,,2,1,,1,1,0,0,BJP,TMC,41.76,41.59,0.17
775,WEST BENGAL,BARDHAMAN-DURGAPUR,65,18,1,0,1,0,0,2,1,,1,1,0,0,BJP,TMC,41.76,41.59,0.17
776,WEST BENGAL,BARDHAMAN-DURGAPUR,65,39,1,1,2,0,0,2,1,,1,1,0,0,BJP,TMC,41.76,41.59,0.17
777,WEST BENGAL,BARDHAMAN-DURGAPUR,65,66,0,1,2,0,0,0,0,0,0,1,0,0,BJP,TMC,41.76,41.59,0.17
778,WEST BENGAL,BARDHAMAN-DURGAPUR,65,62,0,1,2,0,0,2,1,,1,1,0,0,BJP,TMC,41.76,41.59,0.17
779,WEST BENGAL,BARDHAMAN-DURGAPUR,65,55,1,1,3,0,0,0,0,0,0,1,0,0,BJP,TMC,41.76,41.59,0.17
780,WEST BENGAL,BARDHAMAN-DURGAPUR,65,62,1,1,1,,,1,1,1,,1,0,0,BJP,TMC,41.76,41.59,0.17
781,WEST BENGAL,BARDHAMAN-DURGAPUR,66,40,0,1,3,0,0,1,1,1,,1,0,0,BJP,TMC,41.76,41.59,0.17
782,WEST BENGAL,BARDHAMAN-DURGAPUR,66,43,1,1,,0,0,0,0,0,0,1,0,0,BJP,TMC,41.76,41.59,0.17
783,WEST BENGAL,BARDHAMAN-DURGAPUR,66,23,0,1,4,0,0,2,1,,1,1,0,0,BJP,TMC,41.76,41.59,0.17
784,WEST BENGAL,BARDHAMAN-DURGAPUR,66,39,0,1,1,0,0,2,1,,1,1,0,0,BJP,TMC,41.76,41.59,0.17
785,WEST BENGAL,BARDHAMAN-DURGAPUR,66,45,1,1,2,0,0,0,0,0,0,1,0,0,BJP,TMC,41.76,41.59,0.17
786,WEST BENGAL,BARDHAMAN-DURGAPUR,66,56,1,1,3,1,0,0,0,0,0,1,0,0,BJP,TMC,41.76,41.59,0.17
787,WEST BENGAL,BARDHAMAN-DURGAPUR,66,66,1,1,3,1,1,1,1,1,,1,0,0,BJP,TMC,41.76,41.59,0.17
788,WEST BENGAL,BARDHAMAN-DURGAPUR,66,42,0,1,4,0,0,2,1,,1,1,0,0,BJP,TMC,41.76,41.59,0.17
789,WEST BENGAL,BARDHAMAN-DURGAPUR,66,30,1,1,1,,0,1,1,1,,1,0,0,BJP,TMC,41.76,41.59,0.17
790,WEST BENGAL,BARDHAMAN-DURGAPUR,66,45,0,1,1,0,0,0,0,0,0,1,0,0,BJP,TMC,41.76,41.59,0.17
791,WEST BENGAL,BARDHAMAN-DURGAPUR,66,25,1,1,2,0,0,1,1,1,,1,0,0,BJP,TMC,41.76,41.59,0.17
792,WEST BENGAL,BARDHAMAN-DURGAPUR,66,50,0,0,2,0,0,2,1,,1,1,0,0,BJP,TMC,41.76,41.59,0.17
793,WEST BENGAL,BARDHAMAN-DURGAPUR,67,50,0,1,4,0,0,2,1,,1,1,0,0,BJP,TMC,41.76,41.59,0.17
794,WEST BENGAL,BARDHAMAN-DURGAPUR,67,42,1,1,0,0,0,0,0,0,0,1,0,0,BJP,TMC,41.76,41.59,0.17
795,WEST BENGAL,BARDHAMAN-DURGAPUR,67,22,1,1,1,0,0,0,0,0,0,1,0,0,BJP,TMC,41.76,41.59,0.17
796,WEST BENGAL,BARDHAMAN-DURGAPUR,67,35,1,1,1,0,0,1,1,1,,1,0,0,BJP,TMC,41.76,41.59,0.17
797,WEST BENGAL,BARDHAMAN-DURGAPUR,67,35,0,1,1,0,0,1,1,1,,1,0,0,BJP,TMC,41.76,41.59,0.17
798,WEST BENGAL,BARDHAMAN-DURGAPUR,67,60,1,1,,0,0,2,1,,1,1,0,0,BJP,TMC,41.76,41.59,0.17
799,WEST BENGAL,BARDHAMAN-DURGAPUR,67,44,0,1,2,0,0,2,1,,1,1,0,0,BJP,TMC,41.76,41.59,0.17
800,WEST BENGAL,BARDHAMAN-DURGAPUR,67,28,1,1,1,1,1,0,0,0,0,1,0,0,BJP,TMC,41.76,41.59,0.17
801,WEST BENGAL,BARDHAMAN-DURGAPUR,67,56,0,1,1,0,0,1,1,1,,1,0,0,BJP,TMC,41.76,41.59,0.17
802,WEST BENGAL,BARDHAMAN-DURGAPUR,67,54,0,1,3,0,0,2,1,,1,1,0,0,BJP,TMC,41.76,41.59,0.17
803,WEST BENGAL,BARDHAMAN-DURGAPUR,67,56,0,1,3,0,0,1,1,1,,1,0,0,BJP,TMC,41.76,41.59,0.17
804,WEST BENGAL,BARDHAMAN-DURGAPUR,67,45,1,1,4,0,0,0,0,0,0,1,0,0,BJP,TMC,41.76,41.59,0.17
805,WEST BENGAL,BARDHAMAN-DURGAPUR,68,33,1,1,1,0,0,0,0,0,0,1,0,0,BJP,TMC,41.76,41.59,0.17
806,WEST BENGAL,BARDHAMAN-DURGAPUR,68,21,0,1,1,,0,0,0,0,0,1,0,0,BJP,TMC,41.76,41.59,0.17
807,WEST BENGAL,BARDHAMAN-DURGAPUR,68,42,1,1,3,0,0,2,1,,1,1,0,0,BJP,TMC,41.76,41.59,0.17
808,WEST BENGAL,BARDHAMAN-DURGAPUR,68,71,0,1,1,0,0,2,1,,1,1,0,0,BJP,TMC,41.76,41.59,0.17
809,WEST BENGAL,BARDHAMAN-DURGAPUR,68,21,0,1,2,0,0,1,1,1,,1,0,0,BJP,TMC,41.76,41.59,0.17
810,WEST BENGAL,BARDHAMAN-DURGAPUR,68,55,0,0,1,0,0,1,1,1,,1,0,0,BJP,TMC,41.76,41.59,0.17
811,WEST BENGAL,BARDHAMAN-DURGAPUR,68,30,1,1,3,1,0,2,1,,1,1,0,0,BJP,TMC,41.76,41.59,0.17
812,WEST BENGAL,BARDHAMAN-DURGAPUR,68,54,0,1,1,,,1,1,1,,1,0,0,BJP,TMC,41.76,41.59,0.17
813,WEST BENGAL,BARDHAMAN-DURGAPUR,68,62,0,1,2,0,0,0,0,0,0,1,0,0,BJP,TMC,41.76,41.59,0.17
814,WEST BENGAL,BARDHAMAN-DURGAPUR,68,45,1,1,1,0,0,0,0,0,0,1,0,0,BJP,TMC,41.76,41.59,0.17
815,WEST BENGAL,BARDHAMAN-DURGAPUR,68,45,1,1,,0,0,1,1,1,,1,0,0,BJP,TMC,41.76,41.59,0.17
816,WEST BENGAL,BARDHAMAN-DURGAPUR,68,49,1,1,1,0,0,2,1,,1,1,0,0,BJP,TMC,41.76,41.59,0.17
817,WEST BENGAL,BARDHAMAN PURBA(SC),69,67,0,1,1,0,0,2,1,,1,1,0,0,TMC,BJP,44.52,38.32,6.2
818,WEST BENGAL,BARDHAMAN PURBA(SC),69,42,0,1,4,0,0,0,0,0,0,1,0,0,TMC,BJP,44.52,38.32,6.2
819,WEST BENGAL,BARDHAMAN PURBA(SC),69,58,0,1,2,0,0,1,1,1,,1,0,0,TMC,BJP,44.52,38.32,6.2
820,WEST BENGAL,BARDHAMAN PURBA(SC),69,24,1,1,2,0,0,1,1,1,,1,0,0,TMC,BJP,44.52,38.32,6.2
821,WEST BENGAL,BARDHAMAN PURBA(SC),69,59,0,1,2,0,0,0,0,0,0,1,0,0,TMC,BJP,44.52,38.32,6.2
822,WEST BENGAL,BARDHAMAN PURBA(SC),69,38,0,1,2,0,0,0,0,0,0,1,0,0,TMC,BJP,44.52,38.32,6.2
823,WEST BENGAL,BARDHAMAN PURBA(SC),69,42,0,1,1,0,0,1,1,1,,1,0,0,TMC,BJP,44.52,38.32,6.2
824,WEST BENGAL,BARDHAMAN PURBA(SC),69,38,1,1,2,0,0,2,1,,1,1,0,0,TMC,BJP,44.52,38.32,6.2
825,WEST BENGAL,BARDHAMAN PURBA(SC),69,45,1,1,1,0,0,2,1,,1,1,0,0,TMC,BJP,44.52,38.32,6.2
826,WEST BENGAL,BARDHAMAN PURBA(SC),69,42,1,1,2,0,0,1,1,1,,1,0,0,TMC,BJP,44.52,38.32,6.2
827,WEST BENGAL,BARDHAMAN PURBA(SC),69,20,1,1,2,0,0,2,1,,1,1,0,0,TMC,BJP,44.52,38.32,6.2
828,WEST BENGAL,BARDHAMAN PURBA(SC),69,23,1,1,2,0,0,0,0,0,0,1,0,0,TMC,BJP,44.52,38.32,6.2
829,WEST BENGAL,BARDHAMAN PURBA(SC),70,60,1,1,0,0,0,0,0,0,0,1,0,0,TMC,BJP,44.52,38.32,6.2
830,WEST BENGAL,BARDHAMAN PURBA(SC),70,74,0,1,0,0,0,1,1,1,,1,0,0,TMC,BJP,44.52,38.32,6.2
831,WEST BENGAL,BARDHAMAN PURBA(SC),70,42,0,1,2,0,0,2,1,,1,1,0,0,TMC,BJP,44.52,38.32,6.2
832,WEST BENGAL,BARDHAMAN PURBA(SC),70,21,1,1,2,0,0,1,1,1,,1,0,0,TMC,BJP,44.52,38.32,6.2
833,WEST BENGAL,BARDHAMAN PURBA(SC),70,24,1,1,3,0,0,1,1,1,,1,0,0,TMC,BJP,44.52,38.32,6.2
834,WEST BENGAL,BARDHAMAN PURBA(SC),70,30,0,1,3,0,0,2,1,,1,1,0,0,TMC,BJP,44.52,38.32,6.2
835,WEST BENGAL,BARDHAMAN PURBA(SC),70,65,1,1,,0,0,0,0,0,0,1,0,0,TMC,BJP,44.52,38.32,6.2
836,WEST BENGAL,BARDHAMAN PURBA(SC),70,39,1,1,1,0,0,2,1,,1,1,0,0,TMC,BJP,44.52,38.32,6.2
837,WEST BENGAL,BARDHAMAN PURBA(SC),70,23,1,1,2,0,0,0,0,0,0,1,0,0,TMC,BJP,44.52,38.32,6.2
838,WEST BENGAL,BARDHAMAN PURBA(SC),70,33,0,1,2,0,0,2,1,,1,1,0,0,TMC,BJP,44.52,38.32,6.2
839,WEST BENGAL,BARDHAMAN PURBA(SC),70,26,0,1,3,0,0,0,0,0,0,1,0,0,TMC,BJP,44.52,38.32,6.2
840,WEST BENGAL,BARDHAMAN PURBA(SC),70,42,0,1,2,0,0,1,1,1,,1,0,0,TMC,BJP,44.52,38.32,6.2
841,WEST BENGAL,BARDHAMAN PURBA(SC),71,19,0,1,3,0,0,0,0,0,0,1,0,0,TMC,BJP,44.52,38.32,6.2
842,WEST BENGAL,BARDHAMAN PURBA(SC),71,22,0,1,2,0,0,0,0,0,0,1,0,0,TMC,BJP,44.52,38.32,6.2
843,WEST BENGAL,BARDHAMAN PURBA(SC),71,62,1,1,2,0,0,2,1,,1,1,0,0,TMC,BJP,44.52,38.32,6.2
844,WEST BENGAL,BARDHAMAN PURBA(SC),71,47,1,1,2,0,0,0,0,0,0,1,0,0,TMC,BJP,44.52,38.32,6.2
845,WEST BENGAL,BARDHAMAN PURBA(SC),71,38,1,1,1,0,0,2,1,,1,1,0,0,TMC,BJP,44.52,38.32,6.2
846,WEST BENGAL,BARDHAMAN PURBA(SC),71,29,0,1,1,,,1,1,1,,1,0,0,TMC,BJP,44.52,38.32,6.2
847,WEST BENGAL,BARDHAMAN PURBA(SC),71,46,0,1,4,,,2,1,,1,1,0,0,TMC,BJP,44.52,38.32,6.2
848,WEST BENGAL,BARDHAMAN PURBA(SC),71,36,1,1,2,0,0,1,1,1,,1,0,0,TMC,BJP,44.52,38.32,6.2
849,WEST BENGAL,BARDHAMAN PURBA(SC),71,23,1,1,1,0,0,1,1,1,,1,0,0,TMC,BJP,44.52,38.32,6.2
850,WEST BENGAL,BARDHAMAN PURBA(SC),71,22,0,1,2,1,0,0,0,0,0,1,0,0,TMC,BJP,44.52,38.32,6.2
851,WEST BENGAL,BARDHAMAN PURBA(SC),71,63,0,1,4,0,0,2,1,,1,1,0,0,TMC,BJP,44.52,38.32,6.2
852,WEST BENGAL,BARDHAMAN PURBA(SC),71,29,1,1,2,0,0,1,1,1,,1,0,0,TMC,BJP,44.52,38.32,6.2
853,WEST BENGAL,BARDHAMAN PURBA(SC),72,55,1,1,2,0,0,1,1,1,,1,0,0,TMC,BJP,44.52,38.32,6.2
854,WEST BENGAL,BARDHAMAN PURBA(SC),72,30,0,1,3,0,0,2,1,,1,1,0,0,TMC,BJP,44.52,38.32,6.2
855,WEST BENGAL,BARDHAMAN PURBA(SC),72,45,1,1,4,1,0,0,0,0,0,1,0,0,TMC,BJP,44.52,38.32,6.2
856,WEST BENGAL,BARDHAMAN PURBA(SC),72,32,0,1,3,0,0,0,0,0,0,1,0,0,TMC,BJP,44.52,38.32,6.2
857,WEST BENGAL,BARDHAMAN PURBA(SC),72,33,0,1,2,0,0,1,1,1,,1,0,0,TMC,BJP,44.52,38.32,6.2
858,WEST BENGAL,BARDHAMAN PURBA(SC),72,35,1,0,1,,,1,1,1,,1,0,0,TMC,BJP,44.52,38.32,6.2
859,WEST BENGAL,BARDHAMAN PURBA(SC),72,40,1,1,2,0,0,2,1,,1,1,0,0,TMC,BJP,44.52,38.32,6.2
860,WEST BENGAL,BARDHAMAN PURBA(SC),72,59,1,1,,,,2,1,,1,1,0,0,TMC,BJP,44.52,38.32,6.2
861,WEST BENGAL,BARDHAMAN PURBA(SC),72,32,1,1,1,0,0,0,0,0,0,1,0,0,TMC,BJP,44.52,38.32,6.2
862,WEST BENGAL,BARDHAMAN PURBA(SC),72,26,0,1,2,,,1,1,1,,1,0,0,TMC,BJP,44.52,38.32,6.2
863,WEST BENGAL,BARDHAMAN PURBA(SC),72,42,0,1,3,0,0,2,1,,1,1,0,0,TMC,BJP,44.52,38.32,6.2
864,WEST BENGAL,BARDHAMAN PURBA(SC),72,34,0,1,2,0,0,0,0,0,0,1,0,0,TMC,BJP,44.52,38.32,6.2
865,WEST BENGAL,PURULIA,73,32,0,1,2,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
866,WEST BENGAL,PURULIA,73,36,1,1,,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
867,WEST BENGAL,PURULIA,73,25,1,1,,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
868,WEST BENGAL,PURULIA,73,26,0,1,5,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
869,WEST BENGAL,PURULIA,73,73,0,1,,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
870,WEST BENGAL,PURULIA,73,28,1,1,,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
871,WEST BENGAL,PURULIA,73,32,1,1,3,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
872,WEST BENGAL,PURULIA,73,25,1,1,,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
873,WEST BENGAL,PURULIA,73,39,1,1,,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
874,WEST BENGAL,PURULIA,73,23,0,1,5,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
875,WEST BENGAL,PURULIA,73,48,0,1,3,0,,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
876,WEST BENGAL,PURULIA,73,22,0,1,2,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
877,WEST BENGAL,PURULIA,74,22,1,1,2,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
878,WEST BENGAL,PURULIA,74,36,1,,2,,,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
879,WEST BENGAL,PURULIA,74,44,0,1,3,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
880,WEST BENGAL,PURULIA,74,55,1,1,,0,1,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
881,WEST BENGAL,PURULIA,74,45,1,1,,0,1,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
882,WEST BENGAL,PURULIA,74,39,0,1,,0,1,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
883,WEST BENGAL,PURULIA,74,18,1,1,,,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
884,WEST BENGAL,PURULIA,74,54,0,0,3,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
885,WEST BENGAL,PURULIA,74,38,0,1,3,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
886,WEST BENGAL,PURULIA,74,35,1,1,,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
887,WEST BENGAL,PURULIA,74,57,0,1,,,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
888,WEST BENGAL,PURULIA,74,36,0,1,2,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
889,WEST BENGAL,BANKURA,75,51,1,1,2,0,0,1,1,1,,0,1,0,BJP,TMC,49.23,36.52,12.71
890,WEST BENGAL,BANKURA,75,20,0,1,2,0,0,0,0,0,0,0,1,0,BJP,TMC,49.23,36.52,12.71
891,WEST BENGAL,BANKURA,75,28,1,1,3,0,0,0,0,0,0,0,1,0,BJP,TMC,49.23,36.52,12.71
892,WEST BENGAL,BANKURA,75,18,1,1,4,0,0,2,1,,1,0,1,0,BJP,TMC,49.23,36.52,12.71
893,WEST BENGAL,BANKURA,75,19,0,1,4,0,0,1,1,1,,0,1,0,BJP,TMC,49.23,36.52,12.71
894,WEST BENGAL,BANKURA,75,64,1,1,3,0,0,2,1,,1,0,1,0,BJP,TMC,49.23,36.52,12.71
895,WEST BENGAL,BANKURA,75,51,0,1,3,0,0,1,1,1,,0,1,0,BJP,TMC,49.23,36.52,12.71
896,WEST BENGAL,BANKURA,75,46,0,1,2,0,0,2,1,,1,0,1,0,BJP,TMC,49.23,36.52,12.71
897,WEST BENGAL,BANKURA,75,44,0,1,4,0,0,0,0,0,0,0,1,0,BJP,TMC,49.23,36.52,12.71
898,WEST BENGAL,BANKURA,75,20,1,1,3,0,0,0,0,0,0,0,1,0,BJP,TMC,49.23,36.52,12.71
899,WEST BENGAL,BANKURA,75,18,0,1,4,0,0,2,1,,1,0,1,0,BJP,TMC,49.23,36.52,12.71
900,WEST BENGAL,BANKURA,75,42,1,1,3,0,0,1,1,1,,0,1,0,BJP,TMC,49.23,36.52,12.71
901,WEST BENGAL,PURULIA,76,22,1,1,3,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
902,WEST BENGAL,PURULIA,76,21,0,1,3,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
903,WEST BENGAL,PURULIA,76,18,0,1,3,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
904,WEST BENGAL,PURULIA,76,18,0,1,2,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
905,WEST BENGAL,PURULIA,76,20,1,1,2,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
906,WEST BENGAL,PURULIA,76,29,0,1,3,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
907,WEST BENGAL,PURULIA,76,21,1,1,2,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
908,WEST BENGAL,PURULIA,76,69,1,1,3,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
909,WEST BENGAL,PURULIA,76,31,0,1,3,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
910,WEST BENGAL,PURULIA,76,25,1,1,3,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
911,WEST BENGAL,PURULIA,76,18,0,1,3,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
912,WEST BENGAL,PURULIA,76,38,1,1,3,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
913,WEST BENGAL,PURULIA,77,22,1,0,,,1,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
914,WEST BENGAL,PURULIA,77,39,0,1,3,,,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
915,WEST BENGAL,PURULIA,77,30,1,,3,,,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
916,WEST BENGAL,PURULIA,77,40,0,1,,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
917,WEST BENGAL,PURULIA,77,29,1,1,,,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
918,WEST BENGAL,PURULIA,77,21,1,1,,0,,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
919,WEST BENGAL,PURULIA,77,57,0,1,3,1,1,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
920,WEST BENGAL,PURULIA,77,27,0,0,,1,1,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
921,WEST BENGAL,PURULIA,77,48,0,0,3,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
922,WEST BENGAL,PURULIA,77,38,1,,2,,,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
923,WEST BENGAL,PURULIA,77,47,0,1,4,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
924,WEST BENGAL,PURULIA,77,34,1,,3,,,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
925,WEST BENGAL,PURULIA,78,48,0,1,3,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
926,WEST BENGAL,PURULIA,78,30,1,1,3,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
927,WEST BENGAL,PURULIA,78,35,1,1,2,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
928,WEST BENGAL,PURULIA,78,45,1,1,2,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
929,WEST BENGAL,PURULIA,78,59,1,1,3,1,1,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
930,WEST BENGAL,PURULIA,78,18,0,1,3,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
931,WEST BENGAL,PURULIA,78,36,0,1,3,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
932,WEST BENGAL,PURULIA,78,29,0,1,3,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
933,WEST BENGAL,PURULIA,78,32,1,1,2,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
934,WEST BENGAL,PURULIA,78,40,0,1,2,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
935,WEST BENGAL,PURULIA,78,19,0,1,1,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
936,WEST BENGAL,PURULIA,78,35,1,1,2,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
937,WEST BENGAL,PURULIA,79,36,0,1,3,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
938,WEST BENGAL,PURULIA,79,44,0,0,3,,,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
939,WEST BENGAL,PURULIA,79,36,0,1,3,,,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
940,WEST BENGAL,PURULIA,79,19,0,1,,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
941,WEST BENGAL,PURULIA,79,45,1,0,2,,,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
942,WEST BENGAL,PURULIA,79,25,0,1,2,,,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
943,WEST BENGAL,PURULIA,79,36,1,,3,0,,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
944,WEST BENGAL,PURULIA,79,21,1,1,2,,,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
945,WEST BENGAL,PURULIA,79,38,1,,3,,,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
946,WEST BENGAL,PURULIA,79,45,0,1,2,,,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
947,WEST BENGAL,PURULIA,79,32,1,,2,,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
948,WEST BENGAL,PURULIA,79,45,1,1,,0,,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
949,WEST BENGAL,JHARGRAM (ST),80,18,1,1,3,0,0,1,1,1,,1,0,0,BJP,TMC,44.56,43.72,0.84
950,WEST BENGAL,JHARGRAM (ST),80,26,1,,3,,,2,1,,1,1,0,0,BJP,TMC,44.56,43.72,0.84
951,WEST BENGAL,JHARGRAM (ST),80,36,0,,2,0,,0,0,0,0,1,0,0,BJP,TMC,44.56,43.72,0.84
952,WEST BENGAL,JHARGRAM (ST),80,32,0,1,3,0,,2,1,,1,1,0,0,BJP,TMC,44.56,43.72,0.84
953,WEST BENGAL,JHARGRAM (ST),80,65,1,,3,,,0,0,0,0,1,0,0,BJP,TMC,44.56,43.72,0.84
954,WEST BENGAL,JHARGRAM (ST),80,42,1,,2,,,0,0,0,0,1,0,0,BJP,TMC,44.56,43.72,0.84
955,WEST BENGAL,JHARGRAM (ST),80,38,0,1,4,,0,2,1,,1,1,0,0,BJP,TMC,44.56,43.72,0.84
956,WEST BENGAL,JHARGRAM (ST),80,32,0,1,4,0,0,1,1,1,,1,0,0,BJP,TMC,44.56,43.72,0.84
957,WEST BENGAL,JHARGRAM (ST),80,26,1,1,2,0,0,1,1,1,,1,0,0,BJP,TMC,44.56,43.72,0.84
958,WEST BENGAL,JHARGRAM (ST),80,71,0,1,,0,0,0,0,0,0,1,0,0,BJP,TMC,44.56,43.72,0.84
959,WEST BENGAL,JHARGRAM (ST),80,43,0,1,,0,0,1,1,1,,1,0,0,BJP,TMC,44.56,43.72,0.84
