resno,state,pc,psu_id,age,women,voted,list_activities,vio_mobilize,vio_demobilize,treatment,control_treat,control_mob,control_demob,contested,bjp_strong,tmc_strong,winner_pc,runnerup_pc,winner_vote,runnerup_vote,margin_pc
212,WEST BENGAL,DARJEELING,18,34,0,1,2,0,,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
213,WEST BENGAL,DARJEELING,18,31,1,1,,,,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
214,WEST BENGAL,DARJEELING,18,46,0,1,,0,,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
215,WEST BENGAL,DARJEELING,18,42,1,1,4,0,0,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
216,WEST BENGAL,DARJEELING,18,28,0,0,3,0,0,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
217,WEST BENGAL,SREERAMPUR,19,40,0,1,,0,0,0,0,0,0,0,0,1,TMC,BJP,45.5,38.47,7.03
218,WEST BENGAL,SREERAMPUR,19,54,0,1,,,,0,0,0,0,0,0,1,TMC,BJP,45.5,38.47,7.03
219,WEST BENGAL,SREERAMPUR,19,29,1,1,,1,0,2,1,,1,0,0,1,TMC,BJP,45.5,38.47,7.03
220,WEST BENGAL,SREERAMPUR,19,42,1,0,,,,1,1,1,,0,0,1,TMC,BJP,45.5,38.47,7.03
221,WEST BENGAL,SREERAMPUR,19,27,1,,,,,1,1,1,,0,0,1,TMC,BJP,45.5,38.47,7.03
222,WEST BENGAL,SREERAMPUR,19,41,0,1,,1,1,2,1,,1,0,0,1,TMC,BJP,45.5,38.47,7.03
223,WEST BENGAL,SREERAMPUR,19,65,1,1,,,,2,1,,1,0,0,1,TMC,BJP,45.5,38.47,7.03
224,WEST BENGAL,SREERAMPUR,19,50,0,1,,,,0,0,0,0,0,0,1,TMC,BJP,45.5,38.47,7.03
225,WEST BENGAL,SREERAMPUR,19,45,1,1,,0,0,1,1,1,,0,0,1,TMC,BJP,45.5,38.47,7.03
226,WEST BENGAL,SREERAMPUR,19,31,1,,,,,2,1,,1,0,0,1,TMC,BJP,45.5,38.47,7.03
227,WEST BENGAL,SREERAMPUR,19,19,0,1,,1,0,1,1,1,,0,0,1,TMC,BJP,45.5,38.47,7.03
228,WEST BENGAL,SREERAMPUR,19,48,0,1,,0,0,0,0,0,0,0,0,1,TMC,BJP,45.5,38.47,7.03
229,WEST BENGAL,SREERAMPUR,20,33,0,,,,,2,1,,1,0,0,1,TMC,BJP,45.5,38.47,7.03
230,WEST BENGAL,SREERAMPUR,20,50,0,1,,,,1,1,1,,0,0,1,TMC,BJP,45.5,38.47,7.03
231,WEST BENGAL,SREERAMPUR,20,43,1,1,2,0,0,0,0,0,0,0,0,1,TMC,BJP,45.5,38.47,7.03
232,WEST BENGAL,SREERAMPUR,20,35,1,,,,,0,0,0,0,0,0,1,TMC,BJP,45.5,38.47,7.03
233,WEST BENGAL,SREERAMPUR,20,48,0,0,,,,2,1,,1,0,0,1,TMC,BJP,45.5,38.47,7.03
234,WEST BENGAL,SREERAMPUR,20,21,0,1,3,,,0,0,0,0,0,0,1,TMC,BJP,45.5,38.47,7.03
235,WEST BENGAL,SREERAMPUR,20,39,1,1,,,,1,1,1,,0,0,1,TMC,BJP,45.5,38.47,7.03
236,WEST BENGAL,SREERAMPUR,20,47,1,1,3,0,0,1,1,1,,0,0,1,TMC,BJP,45.5,38.47,7.03
237,WEST BENGAL,SREERAMPUR,20,28,1,1,3,0,0,2,1,,1,0,0,1,TMC,BJP,45.5,38.47,7.03
238,WEST BENGAL,SREERAMPUR,20,58,0,1,3,0,0,0,0,0,0,0,0,1,TMC,BJP,45.5,38.47,7.03
239,WEST BENGAL,SREERAMPUR,20,33,1,1,3,0,0,2,1,,1,0,0,1,TMC,BJP,45.5,38.47,7.03
240,WEST BENGAL,SREERAMPUR,20,25,0,1,,,,1,1,1,,0,0,1,TMC,BJP,45.5,38.47,7.03
241,WEST BENGAL,SREERAMPUR,21,42,0,1,,,,1,1,1,,0,0,1,TMC,BJP,45.5,38.47,7.03
242,WEST BENGAL,SREERAMPUR,21,34,1,1,,1,,2,1,,1,0,0,1,TMC,BJP,45.5,38.47,7.03
243,WEST BENGAL,SREERAMPUR,21,50,0,1,,0,1,0,0,0,0,0,0,1,TMC,BJP,45.5,38.47,7.03
244,WEST BENGAL,SREERAMPUR,21,41,0,0,,,1,0,0,0,0,0,0,1,TMC,BJP,45.5,38.47,7.03
245,WEST BENGAL,SREERAMPUR,21,69,0,1,,0,0,1,1,1,,0,0,1,TMC,BJP,45.5,38.47,7.03
246,WEST BENGAL,SREERAMPUR,21,52,0,1,,1,,0,0,0,0,0,0,1,TMC,BJP,45.5,38.47,7.03
247,WEST BENGAL,SREERAMPUR,21,44,1,1,,,,1,1,1,,0,0,1,TMC,BJP,45.5,38.47,7.03
248,WEST BENGAL,SREERAMPUR,21,53,1,1,,0,,2,1,,1,0,0,1,TMC,BJP,45.5,38.47,7.03
249,WEST BENGAL,SREERAMPUR,21,40,1,1,,1,,2,1,,1,0,0,1,TMC,BJP,45.5,38.47,7.03
250,WEST BENGAL,SREERAMPUR,21,21,1,1,,,,0,0,0,0,0,0,1,TMC,BJP,45.5,38.47,7.03
251,WEST BENGAL,SREERAMPUR,21,40,0,1,,0,0,2,1,,1,0,0,1,TMC,BJP,45.5,38.47,7.03
252,WEST BENGAL,SREERAMPUR,21,70,1,0,,0,0,1,1,1,,0,0,1,TMC,BJP,45.5,38.47,7.03
253,WEST BENGAL,HOWRAH,22,48,1,,,,,2,1,,1,0,0,1,TMC,BJP,47.18,38.7,8.48
254,WEST BENGAL,HOWRAH,22,20,1,1,2,,,2,1,,1,0,0,1,TMC,BJP,47.18,38.7,8.48
255,WEST BENGAL,HOWRAH,22,40,0,1,,,,1,1,1,,0,0,1,TMC,BJP,47.18,38.7,8.48
256,WEST BENGAL,HOWRAH,22,37,1,,,,,2,1,,1,0,0,1,TMC,BJP,47.18,38.7,8.48
257,WEST BENGAL,HOWRAH,22,40,0,,,1,1,0,0,0,0,0,0,1,TMC,BJP,47.18,38.7,8.48
258,WEST BENGAL,HOWRAH,22,55,0,1,2,,0,1,1,1,,0,0,1,TMC,BJP,47.18,38.7,8.48
259,WEST BENGAL,HOWRAH,22,22,0,1,3,0,,0,0,0,0,0,0,1,TMC,BJP,47.18,38.7,8.48
260,WEST BENGAL,HOWRAH,22,40,1,1,,,,1,1,1,,0,0,1,TMC,BJP,47.18,38.7,8.48
261,WEST BENGAL,HOWRAH,22,33,1,1,3,,,0,0,0,0,0,0,1,TMC,BJP,47.18,38.7,8.48
262,WEST BENGAL,HOWRAH,22,53,0,1,4,,0,2,1,,1,0,0,1,TMC,BJP,47.18,38.7,8.48
263,WEST BENGAL,HOWRAH,22,48,0,1,3,0,0,0,0,0,0,0,0,1,TMC,BJP,47.18,38.7,8.48
264,WEST BENGAL,HOWRAH,22,50,1,,,,,1,1,1,,0,0,1,TMC,BJP,47.18,38.7,8.48
265,WEST BENGAL,ULUBERIA,23,53,0,1,,,,1,1,1,,0,0,1,TMC,BJP,53,36.58,16.42
266,WEST BENGAL,ULUBERIA,23,40,1,,,,,1,1,1,,0,0,1,TMC,BJP,53,36.58,16.42
267,WEST BENGAL,ULUBERIA,23,22,1,1,,1,1,2,1,,1,0,0,1,TMC,BJP,53,36.58,16.42
268,WEST BENGAL,ULUBERIA,23,42,0,1,,,,1,1,1,,0,0,1,TMC,BJP,53,36.58,16.42
269,WEST BENGAL,ULUBERIA,23,47,0,1,,1,0,2,1,,1,0,0,1,TMC,BJP,53,36.58,16.42
270,WEST BENGAL,ULUBERIA,23,25,1,1,,0,0,2,1,,1,0,0,1,TMC,BJP,53,36.58,16.42
271,WEST BENGAL,ULUBERIA,23,20,1,1,,1,1,0,0,0,0,0,0,1,TMC,BJP,53,36.58,16.42
272,WEST BENGAL,ULUBERIA,23,45,1,,,,,0,0,0,0,0,0,1,TMC,BJP,53,36.58,16.42
273,WEST BENGAL,ULUBERIA,23,45,0,,,,,0,0,0,0,0,0,1,TMC,BJP,53,36.58,16.42
274,WEST BENGAL,ULUBERIA,23,39,1,1,,0,,0,0,0,0,0,0,1,TMC,BJP,53,36.58,16.42
275,WEST BENGAL,ULUBERIA,23,35,0,,,,,1,1,1,,0,0,1,TMC,BJP,53,36.58,16.42
276,WEST BENGAL,ULUBERIA,23,43,0,1,,,0,2,1,,1,0,0,1,TMC,BJP,53,36.58,16.42
277,WEST BENGAL,ULUBERIA,24,39,0,1,,,,2,1,,1,0,0,1,TMC,BJP,53,36.58,16.42
278,WEST BENGAL,ULUBERIA,24,40,0,1,,0,0,2,1,,1,0,0,1,TMC,BJP,53,36.58,16.42
279,WEST BENGAL,ULUBERIA,24,44,1,1,,,,1,1,1,,0,0,1,TMC,BJP,53,36.58,16.42
280,WEST BENGAL,ULUBERIA,24,63,1,0,,1,1,1,1,1,,0,0,1,TMC,BJP,53,36.58,16.42
281,WEST BENGAL,ULUBERIA,24,52,1,1,,,0,0,0,0,0,0,0,1,TMC,BJP,53,36.58,16.42
282,WEST BENGAL,ULUBERIA,24,52,0,1,,1,1,0,0,0,0,0,0,1,TMC,BJP,53,36.58,16.42
283,WEST BENGAL,ULUBERIA,24,37,0,1,,,,0,0,0,0,0,0,1,TMC,BJP,53,36.58,16.42
284,WEST BENGAL,ULUBERIA,24,47,0,1,,0,1,2,1,,1,0,0,1,TMC,BJP,53,36.58,16.42
285,WEST BENGAL,ULUBERIA,24,34,1,1,,,,1,1,1,,0,0,1,TMC,BJP,53,36.58,16.42
286,WEST BENGAL,ULUBERIA,24,38,1,,,,,2,1,,1,0,0,1,TMC,BJP,53,36.58,16.42
287,WEST BENGAL,ULUBERIA,24,37,0,1,,1,0,0,0,0,0,0,0,1,TMC,BJP,53,36.58,16.42
288,WEST BENGAL,ULUBERIA,24,32,1,1,,,,1,1,1,,0,0,1,TMC,BJP,53,36.58,16.42
289,WEST BENGAL,HOWRAH,25,42,0,,,0,0,1,1,1,,0,0,1,TMC,BJP,47.18,38.7,8.48
290,WEST BENGAL,HOWRAH,25,55,0,1,,0,0,2,1,,1,0,0,1,TMC,BJP,47.18,38.7,8.48
291,WEST BENGAL,HOWRAH,25,57,0,1,,0,0,1,1,1,,0,0,1,TMC,BJP,47.18,38.7,8.48
292,WEST BENGAL,HOWRAH,25,38,1,,,,,1,1,1,,0,0,1,TMC,BJP,47.18,38.7,8.48
293,WEST BENGAL,HOWRAH,25,55,0,1,,1,,0,0,0,0,0,0,1,TMC,BJP,47.18,38.7,8.48
294,WEST BENGAL,HOWRAH,25,50,0,1,,0,0,2,1,,1,0,0,1,TMC,BJP,47.18,38.7,8.48
295,WEST BENGAL,HOWRAH,25,48,1,,,,,0,0,0,0,0,0,1,TMC,BJP,47.18,38.7,8.48
296,WEST BENGAL,HOWRAH,25,22,1,1,,0,,0,0,0,0,0,0,1,TMC,BJP,47.18,38.7,8.48
297,WEST BENGAL,HOWRAH,25,72,0,1,,0,0,2,1,,1,0,0,1,TMC,BJP,47.18,38.7,8.48
298,WEST BENGAL,HOWRAH,25,37,1,1,,,,1,1,1,,0,0,1,TMC,BJP,47.18,38.7,8.48
299,WEST BENGAL,HOWRAH,25,35,1,1,,0,0,0,0,0,0,0,0,1,TMC,BJP,47.18,38.7,8.48
300,WEST BENGAL,HOWRAH,25,31,1,,,,,2,1,,1,0,0,1,TMC,BJP,47.18,38.7,8.48
301,WEST BENGAL,HOWRAH,26,32,1,1,4,,0,2,1,,1,0,0,1,TMC,BJP,47.18,38.7,8.48
302,WEST BENGAL,HOWRAH,26,32,0,1,2,0,0,1,1,1,,0,0,1,TMC,BJP,47.18,38.7,8.48
303,WEST BENGAL,HOWRAH,26,52,0,1,,0,0,2,1,,1,0,0,1,TMC,BJP,47.18,38.7,8.48
304,WEST BENGAL,HOWRAH,26,32,1,1,,0,,0,0,0,0,0,0,1,TMC,BJP,47.18,38.7,8.48
305,WEST BENGAL,HOWRAH,26,72,1,1,,0,0,0,0,0,0,0,0,1,TMC,BJP,47.18,38.7,8.48
306,WEST BENGAL,HOWRAH,26,27,1,1,,0,0,0,0,0,0,0,0,1,TMC,BJP,47.18,38.7,8.48
307,WEST BENGAL,HOWRAH,26,52,1,1,,,,1,1,1,,0,0,1,TMC,BJP,47.18,38.7,8.48
308,WEST BENGAL,HOWRAH,26,26,0,1,,0,0,2,1,,1,0,0,1,TMC,BJP,47.18,38.7,8.48
309,WEST BENGAL,HOWRAH,26,40,0,1,,1,0,1,1,1,,0,0,1,TMC,BJP,47.18,38.7,8.48
310,WEST BENGAL,HOWRAH,26,63,0,1,,1,0,2,1,,1,0,0,1,TMC,BJP,47.18,38.7,8.48
311,WEST BENGAL,HOWRAH,26,57,1,0,2,0,,0,0,0,0,0,0,1,TMC,BJP,47.18,38.7,8.48
312,WEST BENGAL,HOWRAH,26,54,0,1,,0,0,1,1,1,,0,0,1,TMC,BJP,47.18,38.7,8.48
313,WEST BENGAL,ULUBERIA,27,43,0,1,,0,0,0,0,0,0,0,0,1,TMC,BJP,53,36.58,16.42
314,WEST BENGAL,ULUBERIA,27,40,1,,,,,2,1,,1,0,0,1,TMC,BJP,53,36.58,16.42
315,WEST BENGAL,ULUBERIA,27,18,0,1,,,,1,1,1,,0,0,1,TMC,BJP,53,36.58,16.42
316,WEST BENGAL,ULUBERIA,27,31,1,1,,0,0,1,1,1,,0,0,1,TMC,BJP,53,36.58,16.42
317,WEST BENGAL,ULUBERIA,27,33,0,1,,,,2,1,,1,0,0,1,TMC,BJP,53,36.58,16.42
318,WEST BENGAL,ULUBERIA,27,28,1,1,,,,0,0,0,0,0,0,1,TMC,BJP,53,36.58,16.42
319,WEST BENGAL,ULUBERIA,27,20,1,1,,0,0,1,1,1,,0,0,1,TMC,BJP,53,36.58,16.42
320,WEST BENGAL,ULUBERIA,27,24,1,1,,0,0,0,0,0,0,0,0,1,TMC,BJP,53,36.58,16.42
321,WEST BENGAL,ULUBERIA,27,34,1,1,5,1,1,2,1,,1,0,0,1,TMC,BJP,53,36.58,16.42
322,WEST BENGAL,ULUBERIA,27,41,0,1,,,,1,1,1,,0,0,1,TMC,BJP,53,36.58,16.42
323,WEST BENGAL,ULUBERIA,27,34,0,1,,0,,2,1,,1,0,0,1,TMC,BJP,53,36.58,16.42
324,WEST BENGAL,ULUBERIA,27,40,0,1,,0,0,0,0,0,0,0,0,1,TMC,BJP,53,36.58,16.42
325,WEST BENGAL,KOLKATA DAKSHIN,28,37,0,1,,0,0,1,1,1,,0,0,1,TMC,BJP,47.5,34.64,12.86
326,WEST BENGAL,KOLKATA DAKSHIN,28,60,1,1,,0,0,2,1,,1,0,0,1,TMC,BJP,47.5,34.64,12.86
327,WEST BENGAL,KOLKATA DAKSHIN,28,34,0,1,1,0,0,1,1,1,,0,0,1,TMC,BJP,47.5,34.64,12.86
328,WEST BENGAL,KOLKATA DAKSHIN,28,83,0,1,,,,0,0,0,0,0,0,1,TMC,BJP,47.5,34.64,12.86
329,WEST BENGAL,KOLKATA DAKSHIN,28,30,1,1,1,0,0,2,1,,1,0,0,1,TMC,BJP,47.5,34.64,12.86
330,WEST BENGAL,KOLKATA DAKSHIN,28,45,0,1,1,0,0,2,1,,1,0,0,1,TMC,BJP,47.5,34.64,12.86
331,WEST BENGAL,KOLKATA DAKSHIN,28,34,1,,,0,0,1,1,1,,0,0,1,TMC,BJP,47.5,34.64,12.86
332,WEST BENGAL,KOLKATA DAKSHIN,28,49,1,1,1,0,0,0,0,0,0,0,0,1,TMC,BJP,47.5,34.64,12.86
333,WEST BENGAL,KOLKATA DAKSHIN,28,52,1,1,1,0,0,0,0,0,0,0,0,1,TMC,BJP,47.5,34.64,12.86
334,WEST BENGAL,KOLKATA DAKSHIN,28,55,0,1,1,0,0,0,0,0,0,0,0,1,TMC,BJP,47.5,34.64,12.86
335,WEST BENGAL,KOLKATA DAKSHIN,28,40,1,1,1,0,0,2,1,,1,0,0,1,TMC,BJP,47.5,34.64,12.86
336,WEST BENGAL,KOLKATA DAKSHIN,28,52,0,1,2,0,0,1,1,1,,0,0,1,TMC,BJP,47.5,34.64,12.86
337,WEST BENGAL,KOLKATA DAKSHIN,29,30,1,1,,0,0,1,1,1,,0,0,1,TMC,BJP,47.5,34.64,12.86
338,WEST BENGAL,KOLKATA DAKSHIN,29,32,1,1,1,0,0,0,0,0,0,0,0,1,TMC,BJP,47.5,34.64,12.86
339,WEST BENGAL,KOLKATA DAKSHIN,29,30,0,1,1,0,0,0,0,0,0,0,0,1,TMC,BJP,47.5,34.64,12.86
340,WEST BENGAL,KOLKATA DAKSHIN,29,59,1,1,,0,0,2,1,,1,0,0,1,TMC,BJP,47.5,34.64,12.86
341,WEST BENGAL,KOLKATA DAKSHIN,29,40,1,1,1,0,0,2,1,,1,0,0,1,TMC,BJP,47.5,34.64,12.86
342,WEST BENGAL,KOLKATA DAKSHIN,29,30,1,1,1,0,0,1,1,1,,0,0,1,TMC,BJP,47.5,34.64,12.86
343,WEST BENGAL,KOLKATA DAKSHIN,29,60,0,,,0,0,2,1,,1,0,0,1,TMC,BJP,47.5,34.64,12.86
344,WEST BENGAL,KOLKATA DAKSHIN,29,39,0,1,,0,0,0,0,0,0,0,0,1,TMC,BJP,47.5,34.64,12.86
345,WEST BENGAL,KOLKATA DAKSHIN,29,22,0,1,,0,0,1,1,1,,0,0,1,TMC,BJP,47.5,34.64,12.86
346,WEST BENGAL,KOLKATA DAKSHIN,29,48,0,1,1,0,0,1,1,1,,0,0,1,TMC,BJP,47.5,34.64,12.86
347,WEST BENGAL,KOLKATA DAKSHIN,29,35,1,1,1,0,0,0,0,0,0,0,0,1,TMC,BJP,47.5,34.64,12.86
348,WEST BENGAL,KOLKATA DAKSHIN,29,29,0,1,4,0,0,2,1,,1,0,0,1,TMC,BJP,47.5,34.64,12.86
349,WEST BENGAL,KOLKATA DAKSHIN,30,70,0,1,,,,0,0,0,0,0,0,1,TMC,BJP,47.5,34.64,12.86
350,WEST BENGAL,KOLKATA DAKSHIN,30,47,1,1,,,,2,1,,1,0,0,1,TMC,BJP,47.5,34.64,12.86
351,WEST BENGAL,KOLKATA DAKSHIN,30,50,0,1,1,0,0,2,1,,1,0,0,1,TMC,BJP,47.5,34.64,12.86
352,WEST BENGAL,KOLKATA DAKSHIN,30,29,1,1,,0,0,1,1,1,,0,0,1,TMC,BJP,47.5,34.64,12.86
353,WEST BENGAL,KOLKATA DAKSHIN,30,29,0,1,3,0,0,0,0,0,0,0,0,1,TMC,BJP,47.5,34.64,12.86
354,WEST BENGAL,KOLKATA DAKSHIN,30,37,0,1,,,,1,1,1,,0,0,1,TMC,BJP,47.5,34.64,12.86
355,WEST BENGAL,KOLKATA DAKSHIN,30,42,0,1,2,0,0,1,1,1,,0,0,1,TMC,BJP,47.5,34.64,12.86
356,WEST BENGAL,KOLKATA DAKSHIN,30,45,1,0,,0,0,2,1,,1,0,0,1,TMC,BJP,47.5,34.64,12.86
